GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
80728        8  145753063  145848891    176      13  161405      0.86085      0.19466
90987        8  145944794  145991285     73      12  161405       1.5488     0.060715
80778        8  145996999  146022725     73       8  161405       1.7501     0.040051
6132         8  146013652  146027805     48       9  161405       1.8259      0.03393
340385       8  146014261  146036961     79      11  161405       1.6534     0.049129
7553         8  146042855  146074393     87       6  161405       2.3214     0.010133
28991        8  146074051  146088932     37       6  161405       2.0138     0.022016
58500        8  146100836  146137453     50      12  161405       2.2354     0.012694
7564         8  146154244  146186274     73      12  161405     -0.79698      0.78727
65265        8  146267823  146282916     39       4  161405      -0.8767      0.80967
100287171    9      12969      39739      1       1  161405      -1.9205       0.9726
2298         9     114731     128417      6       3  161405       1.5657     0.058713
55871        9     119538     189077     26       7  161405      0.81173      0.20847
81704        9     204865     466759   1290      66  161405       1.3792     0.083918
157983       9     211608     225893     68      10  161405        1.779     0.037618
23189        9     460294     747606   1365      45  161405     -0.56197      0.71293
1761         9     831690     970590    682      59  161405     -0.28658      0.61278
58524        9     966968     993232     83      12  161405       1.2978     0.097177
10655        9    1039858    1059054     97      26  161405     -0.92272      0.82192
6595         9    2005342    2195124    689      91  161405       1.3514     0.088288
7436         9    2611679    2655985    140      30  161405       1.5357       0.0623
169522       9    2707526    2731537     62      14  161405      -0.3128      0.62279
9933         9    2802652    2854130    119      14  161405       1.6565      0.04881
5991         9    3216797    3535992    676      33  161405       3.3736     0.000371
169792       9    3822628    4310036   1950     160  161405       1.8545     0.031836
6505         9    4480427    4588969    367      47  161405     -0.33588      0.63152
55064        9    4551886    4676674    517      47  161405     -0.33288      0.63039
403313       9    4652294    4666774     88      11  161405       -1.253      0.89489
55664        9    4669566    4708094    138      10  161405     -0.52816       0.7013
50808        9    4708056    4752043    222      29  161405     -0.67534      0.75027
10171        9    4782834    4862566    319      25  161405      -1.4647       0.9285
3717         9    4975245    5131448    375      17  161405      -1.0296       0.8484
11172        9    5162363    5195618     84       4  161405     -0.61645       0.7312
3641         9    5221419    5235467     26       4  161405      0.46614      0.32056
6019         9    5298364    5314611     26       5  161405      0.82286      0.20529
6013         9    5306137    5349873    105      15  161405       2.0658     0.019424
55848        9    5356466    5448381    316      28  161405      0.65371      0.25665
29126        9    5440503    5472067    110      17  161405       2.3254     0.010025
80380        9    5500512    5572782    204      34  161405      0.49129      0.31161
57589        9    5619031    5778057    391      25  161405       2.2453     0.012375
79956        9    5783072    5843081    133      13  161405       2.3649    0.0090169
2315         9    5880895    5911322     60      11  161405       1.0413      0.14887
158358       9    5917508    6018479    228      19  161405       1.4958     0.067349
26953        9    6009519    6025640     29       5  161405       1.5272     0.063357
90865        9    6205149    6259483    149      20  161405       2.7944    0.0025995
89882        9    6318349    6333400     32       7  161405       2.0351     0.020918
115426       9    6403151    6508554    269      15  161405      0.94481      0.17238
2731         9    6530964    6655692    490      54  161405       2.9634    0.0015212
23081        9    6710863    7177148   2075     105  161405       3.3535   0.00039894
90871        9    7794990    7809806     43       9  161405     -0.77087      0.77961
5789         9    8312746   10622723   9837     446  161405        3.948   3.9407e-05
7306         9   12683385   12711785     72       8  161405     -0.53141      0.70243
286343       9   12764989   12824559    216      41  161405     -0.69597      0.75678
8777         9   13104200   13289660    268      26  161405     -0.83504      0.79815
4781         9   14080342   14408982    770     122  161405       1.6821     0.046271
340481       9   14609569   14703480    344      32  161405      0.35593      0.36095
9350         9   14718231   14732715     68      11  161405      -1.5624       0.9409
158326       9   14733164   14920993    734      87  161405      0.67092      0.25114
158219       9   15169342   15317358    479      56  161405       2.4138    0.0078925
6619         9   15412694   15468247    153      18  161405       1.8253     0.033977
11168        9   15462564   15521003    152      17  161405       2.1998     0.013912
203238       9   15542872   15973397   1070      18  161405      0.43744       0.3309
100129385    9   16202433   16286311    340      49  161405      0.33866      0.36743
54796        9   16408001   16880786   1457      84  161405      0.71351      0.23776
54875        9   17124989   17505421   1277      35  161405       1.9576     0.025137
6456         9   17568953   17798622   1013      52  161405      0.29585      0.38367
92949        9   18464079   18912448   1696     134  161405      0.17131      0.43199
