# ALPHA = 0.05
# NUMBER_OF_TESTS = 121

# _SET1_  VARIABLE = FC_ExN_2_GO:0006836~neurotransmitter (set)
# _SET1_  NGENES = 38
# _SET1_  P-VALUE = 5.21852e-05
_SET1_   GENE     CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET23_   4884         17   78439133   78460404     52      15  161405       3.3271   9.7443e-06   -4.4409e-16       3.3271
_SET23_   10458        17   78998944   79092732    402      52  161405      0.56154     0.043449   -3.3307e-16      0.56154
_SET23_   23136        18    5390880    5640662    696      70  161405      0.42628     0.035432   -3.8858e-16      0.42628
_SET23_   6860         18   40846357   40867615     29       8  161405       2.4877   0.00041815   -4.4409e-16       2.4877
_SET23_   1630         18   49856542   51063773   4355     108  161405       1.8935   1.5094e-06   -4.4409e-16       1.8935
_SET23_   596          18   60789079   60997011    578      89  161405       1.1035      0.01151   -4.4409e-16       1.1035
_SET23_   10501        19    4541100    4569771     95      21  161405      -1.1236      0.56008   -4.4409e-16      -1.1236
_SET23_   57731        19   40963050   41083865    282      42  161405      -1.2333      0.55666   -4.4409e-16      -1.2333
_SET23_   388552       19   45672003   45686558     30       6  161405     -0.73062      0.48049   -3.3307e-16     -0.73062
_SET23_   84258        19   51123734   51153092     77      11  161405      0.78462     0.047626   -3.3307e-16      0.78462
_SET23_   1826         21   41382843   42229039   3053     197  161405     -0.41772    0.0095999   -3.8858e-16     -0.41772
_SET23_   65078        22   20227438   20265816     65      17  161405      -1.2421      0.61444   -4.4409e-16      -1.2421
_SET23_   7477         22   46314746   46383008    285      43  161405     -0.61684      0.32696   -3.3307e-16     -0.61684

# _SET24_  VARIABLE = FC_ExN_4_GO:0034762~regulation (set)
# _SET24_  NGENES = 58
# _SET24_  P-VALUE = 0.00016877
_SET24_   GENE     CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET24_   388591     1    6256189    6282859     65      11  161405     -0.27784      0.28337   -3.8858e-16     -0.27784
_SET24_   255738     1   55495149   55532026    157      32  161405      0.83448     0.033764   -3.3307e-16      0.83448
_SET24_   3749       1  110743336  110778174     72      17  161405       1.5333     0.006431   -4.4409e-16       1.5333
_SET24_   777        1  181442447  181777420    781      60  161405      -0.7188      0.21904   -3.3307e-16      -0.7188
_SET24_   6262       1  237195510  237998788   2666     207  161405       -1.416     0.085284   -4.4409e-16       -1.416
_SET24_   5581       2   45868454   46416629   1921     182  161405     -0.39049     0.019712   -3.8858e-16     -0.39049
_SET24_   57628      2  115189899  116604828   3307     125  161405     -0.76225     0.025694   -3.3307e-16     -0.76225
_SET24_   785        2  152687785  152965593    632      30  161405      0.58562     0.023587   -3.3307e-16      0.58562
_SET24_   3760       2  155545093  155716364    487      56  161405      0.18689     0.077896   -3.8858e-16      0.18689
_SET24_   6326       2  165976659  166250320    660      45  161405      0.46645     0.028741   -3.8858e-16      0.46645
_SET24_   6323       2  166844170  167015642    500      27  161405        1.635    0.0016577   -4.4409e-16        1.635
_SET24_   2859       2  241534825  241572176    169      30  161405      0.63667     0.050128   -3.3307e-16      0.63667
_SET24_   23171      3   32138003   32211707    268      17  161405       1.1874     0.012145   -4.4409e-16       1.1874
_SET24_   55799      3   54146620   55110084   2730     186  161405      0.35327   0.00093275   -3.8858e-16      0.35327
_SET24_   7881       3  155828337  156258427   1110      65  161405      0.90914    0.0032167   -3.3307e-16      0.90914
_SET24_   22871      3  173105570  174005934   2344     128  161405      -1.1585     0.059232   -4.4409e-16      -1.1585
_SET24_   10891      4   23792144   24484394   1910     155  161405       0.8947   0.00048973   -3.3307e-16       0.8947
_SET24_   57620      4   26849329   27028503    332      24  161405    -0.056369      0.14259    -3.747e-16    -0.056369
_SET24_   6622       4   90643750   90769447    418      23  161405       2.8649   2.3434e-05   -4.4409e-16       2.8649
_SET24_   348980     5   45253552   45706220    490      31  161405       5.9864   2.3495e-13             0       5.9864
_SET24_   9456       5   78668147   78819659    345      25  161405    -0.038733      0.13633    -3.747e-16    -0.038733
_SET24_   4208       5   88012558   88209922    332      26  161405       2.8223   3.8049e-05   -4.4409e-16       2.8223
_SET24_   3781       5  113688016  113833697    318      34  161405    -0.086683      0.15023    -3.747e-16    -0.086683
_SET24_   30820      5  169770491  170165136   1293     133  161405      0.77046    0.0062998   -3.3307e-16      0.77046
_SET24_   1812       5  174866175  174881163     44      10  161405     -0.83565      0.48249   -3.3307e-16     -0.83565
_SET24_   56479      6   73321571   73910074   1433      99  161405       1.0659    0.0010556   -4.4409e-16       1.0659
_SET24_   27075      7   16783351   16825661    207      31  161405      0.71606     0.039048   -3.3307e-16      0.71606
_SET24_   3757       7  150640544  150685402     98      15  161405      0.30254      0.10516   -3.8858e-16      0.30254
_SET24_   774        9  140762241  141020576    463      34  161405      0.33826     0.062295   -3.8858e-16      0.33826
_SET24_   288       10   61784556   62503284   2130      81  161405       2.2049     2.09e-07   -4.4409e-16       2.2049
_SET24_   3778      10   78627859   79407577   2052     152  161405      0.70349    0.0005684   -3.3307e-16      0.70349
_SET24_   1815      11     627305     642206     46      14  161405      0.85895     0.036605   -3.3307e-16      0.85895
_SET24_   3767      11   17405295   17420878     55       8  161405       2.7228   0.00015753   -4.4409e-16       2.7228
_SET24_   3739      11   30029788   30048577     45      10  161405      0.96318     0.032847   -3.3307e-16      0.96318
_SET24_   6588      11  107576601  107592787     38       8  161405      -1.4307      0.70965   -4.4409e-16      -1.4307
_SET24_   486       11  117689290  117709408     64      19  161405       0.4692     0.076072   -3.8858e-16       0.4692
_SET24_   6330      11  118002592  118033630     74      14  161405     -0.86068      0.46261   -3.3307e-16     -0.86068
_SET24_   6327      11  118032019  118057337     88      11  161405      0.83327     0.044894   -3.3307e-16      0.83327
_SET24_   55800     11  123498395  123535315    167      20  161405     -0.90145      0.46995   -3.3307e-16     -0.90145
_SET24_   23416     12   49922834   49953591     58       9  161405       2.6419   0.00029017   -4.4409e-16       2.6419
_SET24_   2259      13  102371705  103064124   1749     103  161405      -0.9712     0.082716   -3.3307e-16      -0.9712
_SET24_   7057      15   39863280   39891168     52       7  161405      0.95889     0.037606   -3.3307e-16      0.95889
_SET24_   8912      16    1193241    1273272    278      46  161405      0.59802     0.050714   -3.3307e-16      0.59802
_SET24_   729993    16   12985477   13335773   1402     102  161405     0.067707     0.020342    -3.747e-16     0.067707
_SET24_   10368     16   24256874   24375237    366      54  161405       1.0669     0.013892   -4.4409e-16       1.0669
_SET24_   57338     16   87625441   87733262    509      52  161405       2.1887   0.00027379   -4.4409e-16       2.1887
_SET24_   1742      17    7091709    7133369     62      12  161405       3.0697   3.3885e-05   -4.4409e-16       3.0697
_SET24_   3768      17   21269699   21324684     84      24  161405       1.2786     0.012312   -4.4409e-16       1.2786
_SET24_   40        17   31338605   32493825   3632     273  161405    -0.086804     0.003242    -3.747e-16    -0.086804
_SET24_   8913      17   48628429   48706335    180      27  161405       1.8798    0.0017908   -4.4409e-16       1.8798
_SET24_   596       18   60789079   60997011    578      89  161405       1.1035      0.01151   -4.4409e-16       1.1035
_SET24_   59283     19   54456290   54494969    103      16  161405       2.8643   6.7556e-05   -4.4409e-16       2.8643
_SET24_   5621      20    4656797    4683735     69      13  161405     -0.29042      0.27994   -3.8858e-16     -0.29042
_SET24_   3755      20   49618693   49649675     73      13  161405       3.0586   3.6572e-05   -4.4409e-16       3.0586
_SET24_   4923      20   61330189   61395623    269      33  161405      -2.3186      0.89748   -4.4409e-16      -2.3186
_SET24_   4987      20   62701451   62733496     55      12  161405    -0.027603      0.18821    -3.747e-16    -0.027603
_SET24_   9992      21   35726323   35744940     58       9  161405     -0.16224      0.24223   -3.8858e-16     -0.16224
_SET24_   3761      22   38820832   38861205    110      20  161405       2.1099    0.0011168   -4.4409e-16       2.1099

# _SET25_  VARIABLE = FC_ExN_4_GO:0048666~neuron (set)
# _SET25_  NGENES = 129
# _SET25_  P-VALUE = 3.212e-05
_SET25_   GENE        CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET25_   5590          1    1971909    2118334    406      31  161405       1.7835    0.0014011   -4.4409e-16       1.7835
_SET25_   2046          1   22880004   22931587    179      30  161405      -1.0338      0.51932   -4.4409e-16      -1.0338
_SET25_   100132074     1   41817328   41850763     85      19  161405       2.9209   5.1313e-05   -4.4409e-16       2.9209
_SET25_   1600          1   57458953   58726211   3504     201  161405     -0.63967     0.017081   -3.3307e-16     -0.63967
_SET25_   163404        1   99354301   99480449    470      44  161405      0.81464     0.020936   -3.3307e-16      0.81464
_SET25_   9890          1   99719848   99776640    149      20  161405      -1.3888      0.66937   -4.4409e-16      -1.3888
_SET25_   118427        1  102266626  102472790    693      67  161405       2.5216   4.1358e-05   -4.4409e-16       2.5216
_SET25_   1944          1  155041348  155061514     32       8  161405      0.79454     0.046261   -3.3307e-16      0.79454
_SET25_   2629          1  155202739  155224653     36       4  161405      0.68819     0.070382   -3.3307e-16      0.68819
_SET25_   64218         1  156107145  156149042     75      15  161405     0.032243      0.16768    -3.747e-16     0.032243
_SET25_   26052         1  171800618  172389106   1326      64  161405      0.62649    0.0035871   -3.3307e-16      0.62649
_SET25_   23114         1  204787782  204993450    591      53  161405       2.9089    1.171e-05   -4.4409e-16       2.9089
_SET25_   6900          1  205002340  205048673    146      20  161405       2.3389   0.00045586   -4.4409e-16       2.3389
_SET25_   440730        1  231288674  231358814    220      34  161405       1.0519     0.021918   -4.4409e-16       1.0519
_SET25_   3398          2    8812113    8826083     33       9  161405      0.41563      0.11809   -3.8858e-16      0.41563
_SET25_   53335         2   60676802   60790633    175      35  161405       2.9642   3.4967e-05   -4.4409e-16       2.9642
_SET25_   10678         2   62413262   62453366     66      15  161405     -0.83569      0.47236   -3.3307e-16     -0.83569
_SET25_   51057         2   63347018   63825867    916      27  161405      -2.1445      0.66644   -4.4409e-16      -2.1445
_SET25_   8440          2  106351520  106512230    540      26  161405       -0.105      0.11086    -3.747e-16       -0.105
_SET25_   10716         2  162262620  162283881     31       9  161405     -0.16233      0.24565   -3.8858e-16     -0.16233
_SET25_   57282         2  162470699  162843286    796      23  161405      0.72362     0.012149   -3.3307e-16      0.72362
_SET25_   57624         2  226254426  226520234    455      38  161405       1.6688    0.0018483   -4.4409e-16       1.6688
