# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
10987        8   67953814   67984562     37       5  161405     -0.49187   -3.8858e-16     -0.49187
79848        8   67966588   68110349    147      12  161405     -0.49979   -3.8858e-16     -0.49979
10565        8   68084246   68265912    192      23  161405      -1.0934   -4.4409e-16      -1.0934
57094        8   68332905   68668620    798      60  161405      -1.7728   -4.4409e-16      -1.7728
80243        8   68854244   69145397    948      77  161405      -1.8907   -4.4409e-16      -1.8907
116328       8   69232957   69732758   1324      81  161405      0.19888   -3.8858e-16      0.19888
23213        8   70368859   70574647    533      76  161405      -1.2911   -4.4409e-16      -1.2911
81796        8   70582610   70757299    433      42  161405      -2.2461   -4.4409e-16      -2.2461
63978        8   70962386   70993562     83      16  161405        2.431   -4.4409e-16        2.431
10499        8   71020497   71326062    451      20  161405      0.86484   -3.3307e-16      0.86484
23471        8   71483953   71530694     94      12  161405      -1.5057   -4.4409e-16      -1.5057
51110        8   71548001   71591447    118      13  161405     -0.24636   -3.8858e-16     -0.24636
389668       8   71571600   71649677    215      13  161405     -0.37697   -3.8858e-16     -0.37697
2138         8   72108168   72469888    824      88  161405      -1.4161   -4.4409e-16      -1.4161
9242         8   72752277   72766731     52       7  161405      -1.9425   -4.4409e-16      -1.9425
8989         8   72931986   72997819    278      21  161405      -2.4448   -4.4409e-16      -2.4448
9312         8   73439626   73852084   1121      65  161405      -2.0196   -4.4409e-16      -2.0196
7013         8   73911097   73961487     85       9  161405     -0.86658   -3.3307e-16     -0.86658
157869       8   73975278   74015507    106      15  161405     -0.16763   -3.8858e-16     -0.16763
100130301    8   74152123   74184150     80      14  161405      0.28848   -3.8858e-16      0.28848
157506       8   74196837   74239020    106      14  161405       0.6922   -3.3307e-16       0.6922
6129         8   74201374   74215869     38       7  161405      0.73164   -3.3307e-16      0.73164
27067        8   74331104   74669943    905      40  161405       0.1631   -3.8858e-16       0.1631
55284        8   74690832   74801145    137      17  161405     0.013712   -3.7643e-16     0.013712
6921         8   74855873   74894522    107      12  161405      0.18761   -3.8858e-16      0.18761
54968        8   74878377   74896518     57       8  161405      0.54672   -3.3307e-16      0.54672
23643        8   74893564   74942814    148      17  161405       1.1728   -4.4409e-16       1.1728
56704        8   75145435   75243721    168      24  161405       1.4608   -4.4409e-16       1.4608
54332        8   75252618   75280845     83       7  161405      0.82398   -3.3307e-16      0.82398
51050        8   75726772   75768764    101      15  161405      0.95174   -3.3307e-16      0.95174
83690        8   75886708   75948293    196      22  161405      -1.1952   -4.4409e-16      -1.1952
3174         8   76442203   76480569    154      15  161405      -0.2362   -3.8858e-16      -0.2362
79776        8   77583515   77781021    388      32  161405      0.54591   -3.3307e-16      0.54591
5828         8   77890994   77923280     76      13  161405       1.1678   -4.4409e-16       1.1678
5569         8   79418336   79519002    215      19  161405      -1.3649   -4.4409e-16      -1.3649
51101        8   79568282   79633500    145      13  161405      -1.0909   -4.4409e-16      -1.0909
3574         8   79643507   79727758    189      18  161405     -0.99258   -3.3307e-16     -0.99258
11075        8   80513049   80579910    193      26  161405     -0.67353   -3.3307e-16     -0.67353
23462        8   80674745   80690098     21       7  161405      0.94547   -3.3307e-16      0.94547
28957        8   80829452   80952516    136      16  161405      -1.4518   -4.4409e-16      -1.4518
7163         8   80945603   81093836    453      21  161405      -1.3426   -4.4409e-16      -1.3426
65986        8   81387854   81440000    108      14  161405     -0.19175   -3.8858e-16     -0.19175
619279       8   81539186   81797016    333      19  161405      -1.5439   -4.4409e-16      -1.5439
55824        8   81878545   82034303    334      42  161405       2.6107   -4.4409e-16       2.6107
2171         8   82182718   82198512     19       5  161405      -2.5823   -4.4409e-16      -2.5823
5375         8   82351061   82369719     52       6  161405      -3.7711   -4.4409e-16      -3.7711
646480       8   82369118   82383758     43       6  161405       -1.787   -4.4409e-16       -1.787
2167         8   82389232   82405473     53       6  161405      -2.6115   -4.4409e-16      -2.6115
646486       8   82435716   82456056     60      10  161405       1.2283   -4.4409e-16       1.2283
3612         8   82567651   82609029    113      18  161405     0.082538    -3.747e-16     0.082538
347051       8   82604391   82617207     42       7  161405      0.73542   -3.3307e-16      0.73542
79752        8   82612066   82643539    116      12  161405      0.63831   -3.3307e-16      0.63831
92421        8   82634688   82673250    114      15  161405       0.5203   -3.3307e-16       0.5203
64089        8   82710316   82764539    178      12  161405     -0.53584   -3.3307e-16     -0.53584
138046       8   85085453   85835579   1550      49  161405      -1.7101   -4.4409e-16      -1.7101
85444        8   86009323   86059815     71      10  161405     -0.29274   -3.8858e-16     -0.29274
1875         8   86079619   86128253     66       8  161405     -0.82237   -3.3307e-16     -0.82237
401466       8   86124788   86142643     23       5  161405      -0.4628   -3.8858e-16      -0.4628
377677       8   86147716   86197802     64       7  161405     -0.66559   -3.3307e-16     -0.66559
759          8   86238958   86300342    101      17  161405     -0.89182   -3.3307e-16     -0.89182
761          8   86341056   86362769     35       6  161405      -1.2909   -4.4409e-16      -1.2909
760          8   86366131   86395221     38       7  161405      -1.3207   -4.4409e-16      -1.3207
85481        8   87059191   87091851     56       8  161405      -1.3642   -4.4409e-16      -1.3642
245972       8   87101139   87167954    229      20  161405      -1.1154   -4.4409e-16      -1.1154
157724       8   87224788   87252609     81      14  161405      -1.0802   -4.4409e-16      -1.0802
11059        8   87344965   87481681    369      20  161405     -0.96095   -3.3307e-16     -0.96095
51115        8   87478127   87536567    170      14  161405     -0.85188   -3.3307e-16     -0.85188
8895         8   87516656   87575226    182      24  161405      -1.4352   -4.4409e-16      -1.4352
54714        8   87584663   87765903    488      45  161405     -0.64411   -3.3307e-16     -0.64411
168975       8   87868676   88396455   1352      54  161405     -0.84847   -3.3307e-16     -0.84847
138009       8   88881471   88896296     16       7  161405      0.60787   -3.3307e-16      0.60787
4325         8   89047960   89349717    665      49  161405       4.3512             0       4.3512
8767         8   90759335   90804792    107      11  161405     -0.72554   -3.3307e-16     -0.72554
734          8   90904096   90941596     67      11  161405     -0.28417   -3.8858e-16     -0.28417
4683         8   90944064   91006952    151      10  161405      0.56494   -3.3307e-16      0.56494
1666         8   91003580   91065732    145      14  161405       0.4457   -3.8858e-16       0.4457
793          8   91069336   91105107     62       9  161405       1.3437   -4.4409e-16       1.3437
169200       8   91632723   91668133     65       8  161405      0.41974   -3.8858e-16      0.41974
64168        8   91793921   91973130    346      13  161405       1.5343   -4.4409e-16       1.5343
100127983    8   91969206   92007485     55       7  161405       1.4599   -4.4409e-16       1.4599
55529        8   92004999   92063203    107      15  161405       1.7975   -4.4409e-16       1.7975
51633        8   92072424   92100823     42       5  161405      0.76044   -3.3307e-16      0.76044
100130742    8   92104847   92232973    301      14  161405     -0.21198   -3.8858e-16     -0.21198
115111       8   92251508   92411878    334      29  161405      -1.4272   -4.4409e-16      -1.4272
862          8   92965695   93125454    181       8  161405        -1.17   -4.4409e-16        -1.17
286144       8   93894258   93988372    132      26  161405     -0.40498   -3.8858e-16     -0.40498
389676       8   94144824   94189079    112      18  161405       1.7225   -4.4409e-16       1.7225
137392       8   94702480   94742981     60      11  161405     -0.80821   -3.3307e-16     -0.80821
389677       8   94741298   94763268     41       4  161405     -0.53257   -3.3307e-16     -0.53257
91147        8   94757072   94832962     55       9  161405      -1.0619   -4.4409e-16      -1.0619
54704        8   94919083   94939796     37       3  161405      -1.6788   -4.4409e-16      -1.6788
1015         8   95137894   95239531    281      28  161405      -1.0124   -4.4409e-16      -1.0124
2669         8   95259981   95284547     66       9  161405     -0.92563   -3.3307e-16     -0.92563
25788        8   95382688   95497343    360      17  161405      -1.9407   -4.4409e-16      -1.9407
100861412    8   95438440   95459180     55      11  161405      -1.7783   -4.4409e-16      -1.7783
25962        8   95498505   95575746    293      16  161405      -1.2287   -4.4409e-16      -1.2287
54845        8   95643364   95721194    237      15  161405      -1.9587   -4.4409e-16      -1.9587
286148       8   95722103   95807576    255      17  161405      -2.2519   -4.4409e-16      -2.2519
55656        8   95825518   95894221    200      18  161405      0.23879   -3.8858e-16      0.23879
9134         8   95890952   95919672     88      15  161405     -0.22646   -3.8858e-16     -0.22646
94241        8   95936700   95971615     93      11  161405     -0.76867   -3.3307e-16     -0.76867
137682       8   96027209   96117185    226      21  161405      0.19593   -3.8858e-16      0.19593
